"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX549492","GSM1395785: Single cell mRNA-seq_MGH30_A03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617339","","5.03","1","141412","7070600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549492","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549491","GSM1395784: Single cell mRNA-seq_MGH30_A02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617338","","15.66","1","451598","22579900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549491","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549490","GSM1395783: Single cell mRNA-seq_MGH30_A01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617337","","139.34","1","4187935","209396750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549490","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549489","GSM1395782: Single cell mRNA-seq_MGH29_H12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617336","","79.53","1","2609342","130467100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549489","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549488","GSM1395781: Single cell mRNA-seq_MGH29_H11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617335","","111.18","1","3719145","185957250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549488","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549487","GSM1395780: Single cell mRNA-seq_MGH29_H10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617334","","58.19","1","1868196","93409800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549487","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549486","GSM1395779: Single cell mRNA-seq_MGH29_H09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617333","","62.85","1","2046690","102334500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549486","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549485","GSM1395778: Single cell mRNA-seq_MGH29_H08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617332","","133.86","1","4406751","220337550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549485","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549484","GSM1395777: Single cell mRNA-seq_MGH29_H07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617331","","117.98","1","3856632","192831600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549484","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549483","GSM1395776: Single cell mRNA-seq_MGH29_H06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617330","","88.75","1","2926211","146310550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549483","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549482","GSM1395775: Single cell mRNA-seq_MGH29_H05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617486","","117.97","1","3888105","194405250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549482","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549481","GSM1395774: Single cell mRNA-seq_MGH29_H04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617329","","115.45","1","3787416","189370800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549481","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549480","GSM1395773: Single cell mRNA-seq_MGH29_H03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617328","","119.89","1","3948771","197438550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549480","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549479","GSM1395772: Single cell mRNA-seq_MGH29_H02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617327","","82.87","1","2703754","135187700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549479","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549478","GSM1395771: Single cell mRNA-seq_MGH29_H01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617487","","92.23","1","3012569","150628450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549478","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549477","GSM1395770: Single cell mRNA-seq_MGH29_G12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617485","","17.84","1","568363","28418150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549477","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549476","GSM1395769: Single cell mRNA-seq_MGH29_G11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617484","","119","1","4036877","201843850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549476","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549475","GSM1395768: Single cell mRNA-seq_MGH29_G10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617483","","12.57","1","386538","19326900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549475","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549474","GSM1395767: Single cell mRNA-seq_MGH29_G09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617482","","81.45","1","2689937","134496850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549474","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549473","GSM1395766: Single cell mRNA-seq_MGH29_G08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617481","","66.7","1","2185389","109269450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549473","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549472","GSM1395765: Single cell mRNA-seq_MGH29_G07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617480","","41.26","1","1327128","66356400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549472","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549471","GSM1395764: Single cell mRNA-seq_MGH29_G06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617479","","61.17","1","2012830","100641500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549471","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549470","GSM1395763: Single cell mRNA-seq_MGH29_G05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617478","","57.41","1","1868237","93411850","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549470","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549469","GSM1395762: Single cell mRNA-seq_MGH29_G04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617477","","74.67","1","2438952","121947600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549469","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549468","GSM1395761: Single cell mRNA-seq_MGH29_G03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617476","","120.52","1","3999644","199982200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549468","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549467","GSM1395760: Single cell mRNA-seq_MGH29_G02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617475","","8.15","1","246963","12348150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549467","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549466","GSM1395759: Single cell mRNA-seq_MGH29_G01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617472","","3.57","1","104191","5209550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549466","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549465","GSM1395758: Single cell mRNA-seq_MGH29_F12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617473","","125.96","1","4181673","209083650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549465","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549464","GSM1395757: Single cell mRNA-seq_MGH29_F11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617471","","98.89","1","3307498","165374900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549464","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549463","GSM1395756: Single cell mRNA-seq_MGH29_F10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617470","","121.28","1","3971502","198575100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549463","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549462","GSM1395755: Single cell mRNA-seq_MGH29_F09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617469","","72.97","1","2263994","113199700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549462","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549461","GSM1395754: Single cell mRNA-seq_MGH29_F08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617326","","23.55","1","707338","35366900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549461","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549460","GSM1395753: Single cell mRNA-seq_MGH29_F07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617325","","24.15","1","741175","37058750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549460","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549459","GSM1395752: Single cell mRNA-seq_MGH29_F06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617324","","76.89","1","2518895","125944750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549459","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549458","GSM1395751: Single cell mRNA-seq_MGH29_F05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617323","","118.15","1","3880476","194023800","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549458","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549457","GSM1395750: Single cell mRNA-seq_MGH29_F04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617322","","140.89","1","4656611","232830550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549457","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549456","GSM1395749: Single cell mRNA-seq_MGH29_F03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617468","","96.23","1","3140075","157003750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549456","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549455","GSM1395748: Single cell mRNA-seq_MGH29_F02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617321","","92.61","1","3034213","151710650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549455","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549454","GSM1395747: Single cell mRNA-seq_MGH29_F01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617467","","107.19","1","3499841","174992050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549454","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549453","GSM1395746: Single cell mRNA-seq_MGH29_E12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617320","","134.36","1","4465768","223288400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549453","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549452","GSM1395745: Single cell mRNA-seq_MGH29_E11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617466","","9.02","1","267824","13391200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549452","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549451","GSM1395744: Single cell mRNA-seq_MGH29_E10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617319","","11.59","1","348051","17402550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549451","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549450","GSM1395743: Single cell mRNA-seq_MGH29_E09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617318","","99.72","1","3264715","163235750","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549450","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549449","GSM1395742: Single cell mRNA-seq_MGH29_E08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617223","","9.56","1","284548","14227400","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549449","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549448","GSM1395741: Single cell mRNA-seq_MGH29_E07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617224","","115.4","1","3758305","187915250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549448","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549447","GSM1395740: Single cell mRNA-seq_MGH29_E06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617222","","81.35","1","2661589","133079450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549447","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549446","GSM1395739: Single cell mRNA-seq_MGH29_E05; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617221","","81.3","1","2630505","131525250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549446","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549445","GSM1395738: Single cell mRNA-seq_MGH29_E04; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617220","","82.19","1","2664747","133237350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549445","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549444","GSM1395737: Single cell mRNA-seq_MGH29_E03; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617219","","119.57","1","3910506","195525300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549444","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549443","GSM1395736: Single cell mRNA-seq_MGH29_E02; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617218","","82.01","1","2668966","133448300","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549443","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549442","GSM1395735: Single cell mRNA-seq_MGH29_E01; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617217","","131.05","1","4307532","215376600","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549442","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549441","GSM1395734: Single cell mRNA-seq_MGH29_D12; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617216","","136.82","1","4490811","224540550","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549441","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549440","GSM1395733: Single cell mRNA-seq_MGH29_D11; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617215","","79.47","1","2640838","132041900","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549440","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549439","GSM1395732: Single cell mRNA-seq_MGH29_D10; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617214","","124.5","1","4022641","201132050","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549439","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549438","GSM1395731: Single cell mRNA-seq_MGH29_D09; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617213","","82.98","1","2699963","134998150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549438","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549437","GSM1395730: Single cell mRNA-seq_MGH29_D08; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617212","","123.52","1","3998105","199905250","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549437","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549436","GSM1395729: Single cell mRNA-seq_MGH29_D07; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617211","","123.12","1","3965150","198257500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549436","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX549435","GSM1395728: Single cell mRNA-seq_MGH29_D06; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP042161","GSE57872: Single cell RNA-seq of primary human glioblastomas","SRS617210","","4.98","1","148663","7433150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX549/SRX549435","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
